Signal,Noise,signal_A1,signal_A2,signal_A3
-30,-95,-37,-31,-40
-30,-95,-37,-31,-40
-30,-95,-37,-31,-40
-30,-95,-37,-31,-40
-30,-95,-37,-31,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-28,-95,-36,-29,-40
-30,-95,-37,-31,-42
-30,-95,-37,-31,-42
-30,-95,-37,-31,-42
-31,-95,-38,-32,-42
-31,-95,-38,-32,-42
-31,-95,-38,-32,-42
-31,-95,-38,-32,-42
-31,-95,-38,-32,-42
-31,-95,-38,-32,-42
