Signal,Noise,signal_A1,signal_A2,signal_A3
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-30,-95,-38,-31,-42
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-29,-95,-36,-29,-41
-30,-95,-38,-31,-43
-30,-95,-38,-31,-43
-30,-95,-38,-31,-43
