Signal,Noise,signal_A1,signal_A2,signal_A3
-32,-95,-35,-40,-38
-32,-95,-35,-40,-38
-32,-95,-35,-40,-38
-32,-95,-35,-40,-38
-32,-95,-35,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-33,-95,-37,-40,-38
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-34,-95,-37,-40,-39
-33,-95,-36,-40,-39
