Signal,Noise,signal_A1,signal_A2,signal_A3
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-36,-95,-41,-44,-39
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-40,-49,-40
-37,-95,-41,-50,-40
