Signal,Noise,signal_A1,signal_A2,signal_A3
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-36,-95,-40,-40,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
-34,-95,-39,-36,-45
