Signal,Noise,signal_A1,signal_A2,signal_A3
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-40,-95,-50,-45,-43
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-36,-95,-44,-41,-40
-38,-95,-45,-43,-41
