Signal,Noise,signal_A1,signal_A2,signal_A3
-50,-95,-54,-53,-56
-50,-95,-54,-53,-56
-50,-95,-54,-53,-56
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-36,-95,-46,-37,-41
-31,-95,-42,-33,-36
-36,-95,-47,-37,-42
-36,-95,-47,-37,-42
-36,-95,-47,-37,-42
-36,-95,-47,-37,-42
-36,-95,-47,-37,-42
-36,-95,-47,-37,-42
