Signal,Noise,signal_A1,signal_A2,signal_A3
-36,-95,-44,-40,-40
-36,-95,-44,-40,-40
-36,-95,-44,-40,-40
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-29,-95,-36,-30,-38
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
-30,-95,-37,-32,-39
