Signal,Noise,signal_A1,signal_A2,signal_A3
-46,-95,-52,-51,-50
-46,-95,-52,-51,-50
-46,-95,-52,-51,-50
-46,-95,-52,-51,-50
-46,-95,-52,-51,-50
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-38,-95,-41,-45,-43
-37,-95,-41,-43,-42
-37,-95,-41,-43,-42
-37,-95,-41,-43,-42
-37,-95,-41,-43,-42
-37,-95,-41,-43,-42
-37,-95,-41,-43,-42
